epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
,,,,,,,R,0.7133333333333334,0.7925925925925926,0.7508771929824561,270.0,
,,,,,,0.8135048231511254,,,,,,
,,,,,,,macro avg,0.7724716553287981,0.6851217240547651,0.7082179163667726,933.0,
,,,,,,,weighted avg,0.8120859490634411,0.8135048231511254,0.8064351428745877,933.0,
1,2e-05,16,2,0.3,256,0.7727759914255091,,,,,,
,,,,,,,L,0.75,0.1348314606741573,0.22857142857142856,89.0,
,,,,,,,N,0.8628472222222222,0.8658536585365854,0.8643478260869565,574.0,
,,,,,,,R,0.6217008797653959,0.7851851851851852,0.6939443535188216,270.0,
,,,,,,0.7727759914255091,,,,,,
,,,,,,,macro avg,0.744849367329206,0.5952901014653093,0.5956212027257356,933.0,
,,,,,,,weighted avg,0.782297473839456,0.7727759914255091,0.7543874434800127,933.0,
2,2e-05,16,2,0.3,256,0.8070739549839229,,,,,,
,,,,,,,L,0.6730769230769231,0.39325842696629215,0.49645390070921985,89.0,
,,,,,,,N,0.8700173310225303,0.8745644599303136,0.8722849695916595,574.0,
,,,,,,,R,0.7105263157894737,0.8,0.7526132404181185,270.0,
,,,,,,0.8070739549839229,,,,,,
,,,,,,,macro avg,0.7512068566296423,0.6892742956322019,0.7071173702396659,933.0,
,,,,,,,weighted avg,0.8050759908080777,0.8070739549839229,0.8018022986298232,933.0,
1,2e-05,16,3,0.1,128,0.7867095391211146,,,,,,
,,,,,,,L,0.6666666666666666,0.2247191011235955,0.33613445378151263,89.0,
,,,,,,,N,0.7915451895043731,0.945993031358885,0.861904761904762,574.0,
