epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
,,,,,,,L,0.7821782178217822,0.7707317073170732,0.7764127764127764,205.0,
,,,,,,,N,0.7454545454545455,0.6288343558282209,0.6821963394342762,326.0,
,,,,,,,R,0.711484593837535,0.8382838283828383,0.7696969696969697,303.0,
,,,,,,0.7398081534772182,,,,,,
,,,,,,,macro avg,0.7463724523712876,0.7459499638427108,0.7427686951813407,834.0,
,,,,,,,weighted avg,0.7421397462882737,0.7398081534772182,0.7371448532834233,834.0,
2,2e-05,8,4,0.3,128,0.7781774580335732,,,,,,
,,,,,,,L,0.8516483516483516,0.7560975609756098,0.8010335917312662,205.0,
,,,,,,,N,0.7296511627906976,0.7699386503067485,0.7492537313432835,326.0,
,,,,,,,R,0.788961038961039,0.801980198019802,0.795417348608838,303.0,
,,,,,,0.7781774580335732,,,,,,
,,,,,,,macro avg,0.7900868511333626,0.7760054697673867,0.7819015572277959,834.0,
,,,,,,,weighted avg,0.781186314104166,0.7781774580335732,0.7787530687665444,834.0,
3,2e-05,8,4,0.3,128,0.7853717026378897,,,,,,
,,,,,,,L,0.8235294117647058,0.8195121951219512,0.8215158924205379,205.0,
,,,,,,,N,0.7832167832167832,0.6871165644171779,0.7320261437908496,326.0,
,,,,,,,R,0.7645348837209303,0.8679867986798679,0.8129829984544049,303.0,
,,,,,,0.7853717026378897,,,,,,
,,,,,,,macro avg,0.7904270262341399,0.7915385194063322,0.7888416782219307,834.0,
,,,,,,,weighted avg,0.7863384538463764,0.7853717026378897,0.7834354068989352,834.0,
4,2e-05,8,4,0.3,128,0.7865707434052758,,,,,,
,,,,,,,L,0.8402061855670103,0.7951219512195122,0.8170426065162907,205.0,
,,,,,,,N,0.7722772277227723,0.7177914110429447,0.7440381558028617,326.0,
,,,,,,,R,0.7685459940652819,0.8547854785478548,0.809375,303.0,
,,,,,,0.7865707434052758,,,,,,
,,,,,,,macro avg,0.7936764691183548,0.7892329469367706,0.7901519207730509,834.0,
,,,,,,,weighted avg,0.7876188015355411,0.7865707434052758,0.7857203814479287,834.0,
1,2e-05,8,4,0.3,256,0.7446043165467626,,,,,,
,,,,,,,L,0.8431372549019608,0.6292682926829268,0.7206703910614525,205.0,
,,,,,,,N,0.6957746478873239,0.7576687116564417,0.7254038179148311,326.0,
,,,,,,,R,0.7515337423312883,0.8085808580858086,0.7790143084260731,303.0,
,,,,,,0.7446043165467626,,,,,,
,,,,,,,macro avg,0.7634818817068577,0.7318392874750591,0.7416961724674523,834.0,
,,,,,,,weighted avg,0.7522546719335131,0.7446043165467626,0.7437175182984807,834.0,
2,2e-05,8,4,0.3,256,0.7733812949640287,,,,,,
,,,,,,,L,0.8698224852071006,0.7170731707317073,0.786096256684492,205.0,
,,,,,,,N,0.7532467532467533,0.7116564417177914,0.7318611987381703,326.0,
,,,,,,,R,0.7450980392156863,0.8778877887788779,0.806060606060606,303.0,
,,,,,,0.7733812949640287,,,,,,
,,,,,,,macro avg,0.7893890925565135,0.7688724670761257,0.7746726871610895,834.0,
,,,,,,,weighted avg,0.7789409555254798,0.7733812949640287,0.772149696697036,834.0,
3,2e-05,8,4,0.3,256,0.7937649880095923,,,,,,
,,,,,,,L,0.8226600985221675,0.8146341463414634,0.8186274509803921,205.0,
,,,,,,,N,0.7608695652173914,0.7515337423312883,0.7561728395061729,326.0,
,,,,,,,R,0.8090614886731392,0.8250825082508251,0.8169934640522876,303.0,
,,,,,,0.7937649880095923,,,,,,
,,,,,,,macro avg,0.7975303841375659,0.7970834656411924,0.7972645848462842,834.0,
,,,,,,,weighted avg,0.7935664622612411,0.7937649880095923,0.7936210944098752,834.0,
4,2e-05,8,4,0.3,256,0.7865707434052758,,,,,,
,,,,,,,L,0.8674033149171271,0.7658536585365854,0.8134715025906736,205.0,
,,,,,,,N,0.7603833865814696,0.7300613496932515,0.7449139280125195,326.0,
,,,,,,,R,0.7676470588235295,0.8613861386138614,0.8118195956454122,303.0,
,,,,,,0.7865707434052758,,,,,,
,,,,,,,macro avg,0.7984779201073754,0.7857670489478994,0.7900683420828685,834.0,
,,,,,,,weighted avg,0.7893282043250595,0.7865707434052758,0.7860730648006348,834.0,
1,2e-05,16,1,0.1,128,0.6750599520383693,,,,,,
,,,,,,,L,0.6944444444444444,0.6097560975609756,0.6493506493506493,205.0,
,,,,,,,N,0.6586826347305389,0.6748466257668712,0.6666666666666666,326.0,
,,,,,,,R,0.68125,0.7194719471947195,0.6998394863563403,303.0,
,,,,,,0.6750599520383693,,,,,,
,,,,,,,macro avg,0.6781256930583277,0.6680248901741889,0.6719522674578854,834.0,
,,,,,,,weighted avg,0.6756719424859314,0.6750599520383693,0.6744623271177309,834.0,
1,2e-05,16,1,0.1,256,0.645083932853717,,,,,,
,,,,,,,L,0.6538461538461539,0.5804878048780487,0.6149870801033591,205.0,
,,,,,,,N,0.5994397759103641,0.656441717791411,0.6266471449487555,326.0,
,,,,,,,R,0.6949152542372882,0.6765676567656765,0.68561872909699,303.0,
,,,,,,0.645083932853717,,,,,,
,,,,,,,macro avg,0.649400394664602,0.6378323931450454,0.6424176513830349,834.0,
,,,,,,,weighted avg,0.6475001804785835,0.645083932853717,0.6452059899171112,834.0,
1,2e-05,16,1,0.3,128,0.658273381294964,,,,,,
,,,,,,,L,0.6629213483146067,0.5756097560975609,0.6161879895561357,205.0,
,,,,,,,N,0.6395348837209303,0.6748466257668712,0.6567164179104478,326.0,
,,,,,,,R,0.6762820512820513,0.6963696369636964,0.6861788617886179,303.0,
,,,,,,0.658273381294964,,,,,,
,,,,,,,macro avg,0.6595794277725294,0.6489420062760428,0.6530277564184005,834.0,
,,,,,,,weighted avg,0.6586339448872651,0.658273381294964,0.6574583755632674,834.0,
1,2e-05,16,1,0.3,256,0.684652278177458,,,,,,
,,,,,,,L,0.7087912087912088,0.6292682926829268,0.6666666666666666,205.0,
,,,,,,,N,0.6554878048780488,0.6595092024539877,0.6574923547400612,326.0,
,,,,,,,R,0.7006172839506173,0.7491749174917491,0.7240829346092504,303.0,
,,,,,,0.684652278177458,,,,,,
,,,,,,,macro avg,0.6882987658732915,0.6793174708762213,0.6827473186719928,834.0,
,,,,,,,weighted avg,0.6849859223375045,0.684652278177458,0.6839404118687404,834.0,
1,2e-05,16,2,0.1,128,0.6882494004796164,,,,,,
,,,,,,,L,0.7241379310344828,0.6146341463414634,0.6649076517150396,205.0,
,,,,,,,N,0.6395663956639567,0.7239263803680982,0.679136690647482,326.0,
